date,year,month,day,event_text,category,source_pages
1935-02-20,1935,2,20,Caroline Mikkelsen becomes the first woman to set foot in Antarctica.,standard,Caroline_Mikkelsen
1935-02-26,1935,2,26,"Adolf Hitler orders the Luftwaffe to be re-formed, violating the provisions of the Treaty of Versailles.",standard,Adolf_Hitler; Luftwaffe; Treaty_of_Versailles; February_26
1935-02-26,1935,2,26,Robert Watson-Watt carries out a demonstration near Daventry which leads directly to the development of radar in the United Kingdom.,standard,Robert_Watson-Watt; Daventry; Radar; February_26
1935-03-16,1935,3,16,Adolf Hitler orders Germany to rearm itself in violation of the Treaty of Versailles. Conscription is reintroduced to form the Wehrmacht.,standard,Adolf_Hitler; Treaty_of_Versailles; Wehrmacht
1935-03-21,1935,3,21,"Shah of Iran Reza Shah Pahlavi formally asks the international community to call Persia by its native name, Iran.",standard,List_of_monarchs_of_Iran; Reza_Shah; Iran; Name_of_Iran
1935-03-23,1935,3,23,Signing of the Constitution of the Commonwealth of the Philippines.,standard,Constitution_of_the_Philippines; Commonwealth_of_the_Philippines
1935-04-01,1935,4,1,"India's central banking institution, the Reserve Bank of India, is formed.",standard,Reserve_Bank_of_India; April_1
1935-04-11,1935,4,11,"Stresa Front: opening of the conference between the British Prime Minister Ramsay MacDonald, the Italian Prime Minister Benito Mussolini and the French Minister for Foreign Affairs Pierre Laval to condemn the German violations of the Treaty of Versailles.",standard,Stresa_Front; Ramsay_MacDonald; Benito_Mussolini; Pierre_Laval; Treaty_of_Versailles; April_11
1935-04-14,1935,4,14,"The Black Sunday dust storm, considered one of the worst storms of the Dust Bowl, sweeps across the Oklahoma and Texas panhandles and neighboring areas.",standard,Black_Sunday_(storm); Dust_Bowl; Oklahoma_panhandle; Texas_panhandle
1935-04-23,1935,4,23,The Polish Constitution of 1935 is adopted.,standard,April_Constitution_of_Poland
1935-05-06,1935,5,6,"New Deal: Under the authority of the newly-enacted Federal Emergency Relief Administration, President Franklin D. Roosevelt issues Executive Order 7034 to create the Works Progress Administration.",standard,New_Deal; Federal_Emergency_Relief_Administration; Franklin_D._Roosevelt; Works_Progress_Administration; May_6
1935-05-14,1935,5,14,The Constitution of the Philippines is ratified by a popular vote.,standard,Constitution_of_the_Philippines
1935-05-24,1935,5,24,"The first night game in Major League Baseball history is played in Cincinnati, Ohio, with the Cincinnati Reds beating the Philadelphia Phillies 2–1 at Crosley Field.",standard,Night_game; Major_League_Baseball; Cincinnati; Cincinnati_Reds; Philadelphia_Phillies; Crosley_Field
1935-05-25,1935,5,25,"Jesse Owens of Ohio State University breaks three world records and ties a fourth at the Big Ten Conference Track and Field Championships in Ann Arbor, Michigan.",standard,"Jesse_Owens; Ohio_State_University; Big_Ten_Conference; Ann_Arbor,_Michigan; May_25"
1935-05-27,1935,5,27,"New Deal: The Supreme Court of the United States declares the National Industrial Recovery Act to be unconstitutional in A.L.A. Schechter Poultry Corp. v. United States, (295 U.S. 495).",standard,Supreme_Court_of_the_United_States; National_Industrial_Recovery_Act_of_1933; A.L.A._Schechter_Poultry_Corp._v._United_States; May_27
1935-05-29,1935,5,29,First flight of the Messerschmitt Bf 109 fighter aeroplane.,standard,Messerschmitt_Bf_109
1935-05-31,1935,5,31,"A 7.7 Mw  earthquake destroys Quetta in modern-day Pakistan killing 40,000.",standard,1935_Quetta_earthquake; Quetta; Pakistan
1935-06-03,1935,6,3,"One thousand unemployed Canadian workers board freight cars in Vancouver, beginning a protest trek to Ottawa.",standard,On-to-Ottawa_Trek
1935-06-10,1935,6,10,"Dr. Robert Smith takes his last drink, and Alcoholics Anonymous is founded in Akron, Ohio, United States, by him and Bill Wilson.",standard,"Bob_Smith_(doctor); Alcoholics_Anonymous; Akron,_Ohio; Bill_W."
1935-06-10,1935,6,10,Chaco War ends: A truce is called between Bolivia and Paraguay who had been fighting since 1932.,standard,Chaco_War; Bolivia; Paraguay; 1932
1935-06-12,1935,6,12,"A ceasefire is negotiated between Bolivia and Paraguay, ending the Chaco War.",standard,Bolivia; Paraguay; Chaco_War
1935-06-18,1935,6,18,"Police in Vancouver, British Columbia, Canada, clash with striking longshoremen, resulting in a total of 60 injuries and 24 arrests.",standard,Battle_of_Ballantyne_Pier
1935-06-25,1935,6,25,Colombia–Soviet Union relations are established.,standard,Colombia–Russia_relations
1935-07-01,1935,7,1,"Regina, Saskatchewan, police and Royal Canadian Mounted Police ambush strikers participating in the On-to-Ottawa Trek.",standard,"Regina,_Saskatchewan; Royal_Canadian_Mounted_Police; On-to-Ottawa_Trek"
1935-07-05,1935,7,5,"The National Labor Relations Act, which governs labor relations in the United States, is signed into law by President Franklin D. Roosevelt.",standard,National_Labor_Relations_Act_of_1935; President_of_the_United_States; Franklin_D._Roosevelt
1935-07-16,1935,7,16,"The world's first parking meter is installed in Oklahoma City, Oklahoma.",standard,Parking_meter; Oklahoma_City
1935-07-20,1935,7,20,"Switzerland: A Royal Dutch Airlines plane en route from Milan to Frankfurt crashes into a Swiss mountain, killing thirteen.",standard,KLM; Milan; Frankfurt
1935-07-24,1935,7,24,"The Dust Bowl heat wave reaches its peak, sending temperatures to 109 °F (43 °C) in Chicago and 104 °F (40 °C) in Milwaukee.",standard,Dust_Bowl; Chicago; Milwaukee
1935-07-28,1935,7,28,First flight of the Boeing B-17 Flying Fortress.,standard,Boeing_B-17_Flying_Fortress
1935-08-14,1935,8,14,"Franklin D. Roosevelt signs the Social Security Act, creating a government pension system for the retired.",standard,Franklin_D._Roosevelt; Social_Security_Act; August_14
1935-08-15,1935,8,15,"Will Rogers and Wiley Post are killed after their aircraft develops engine problems during takeoff in Barrow, Alaska.",standard,"Will_Rogers; Wiley_Post; Utqiagvik,_Alaska"
1935-08-31,1935,8,31,"In an attempt to stay out of the growing tensions concerning Germany and Japan, the United States passes the first of its Neutrality Acts.",standard,Neutrality_Acts_of_the_1930s
1935-09-02,1935,9,2,"The Labor Day Hurricane, the most intense hurricane to strike the United States, makes landfall at Long Key, Florida, killing at least 400.",standard,1935_Labor_Day_hurricane; Long_Key
1935-09-03,1935,9,3,"Sir Malcolm Campbell reaches a speed of 304.331 miles per hour on the Bonneville Salt Flats in Utah, becoming the first person to drive an automobile over 300 mph.",standard,Malcolm_Campbell; Bonneville_Salt_Flats; Utah; Car
1935-09-08,1935,9,8,US Senator from Louisiana Huey Long is fatally shot in the Louisiana State Capitol building.,standard,Huey_Long
1935-09-15,1935,9,15,Nazi Germany adopts a new national flag bearing the swastika.,standard,Nazi_Germany; Flag_of_Nazi_Germany; Swastika
1935-09-17,1935,9,17,The Niagara Gorge Railroad ceases operations after a rockslide.,standard,Niagara_Gorge_Railroad; September_17
1935-09-24,1935,9,24,Earl and Weldon Bascom produce the first rodeo ever held outdoors under electric lights.,standard,Earl_W._Bascom
1935-09-30,1935,9,30,"The Hoover Dam, astride the border between the U.S. states of Arizona and Nevada, is dedicated.",standard,Hoover_Dam
1935-10-03,1935,10,3,Second Italo-Abyssinian War: Italy invades Ethiopia.,standard,Second_Italo-Ethiopian_War; De_Bono's_invasion_of_Ethiopia
1935-10-10,1935,10,10,"In Greece, a coup d'état ends the Second Hellenic Republic.",standard,Coup_d'état; Second_Hellenic_Republic
1935-10-19,1935,10,19,The League of Nations places economic sanctions on Italy for its invasion of Ethiopia.,standard,Second_Italo-Ethiopian_War
1935-10-20,1935,10,20,"The Long March, a mammoth retreat undertaken by the armed forces of the Chinese Communist Party a year prior, ends.",standard,Long_March; People's_Liberation_Army; Chinese_Communist_Party
1935-11-03,1935,11,3,"George II of Greece regains his throne through a popular, though possibly fixed, plebiscite.",standard,George_II_of_Greece; 1935_Greek_monarchy_referendum
1935-11-09,1935,11,9,"The Committee for Industrial Organization, the precursor to the Congress of Industrial Organizations, is founded in Atlantic City, New Jersey, by eight trade unions belonging to the American Federation of Labor.",standard,"Congress_of_Industrial_Organizations; Atlantic_City,_New_Jersey; Trade_union; American_Federation_of_Labor; November_9"
1935-11-22,1935,11,22,"The China Clipper inaugurates the first commercial transpacific air service, connecting Alameda, California with Manila.",standard,China_Clipper; China_Clipper_flight_departure_site; Manila; November_22
1935-11-24,1935,11,24,The Senegalese Socialist Party holds its second congress.,standard,Senegalese_Socialist_Party
1935-12-05,1935,12,5,Mary McLeod Bethune founds the National Council of Negro Women in New York City.,standard,Mary_McLeod_Bethune; National_Council_of_Negro_Women
1935-12-09,1935,12,9,"Student protests occur in Beijing's Tiananmen Square, and are subsequently dispersed by government authorities.",standard,December_9th_Movement; Beijing; Tiananmen_Square; Kuomintang
1935-12-09,1935,12,9,"Walter Liggett, an American newspaper editor and muckraker, is killed in a gangland murder.",standard,Walter_Liggett
1935-12-12,1935,12,12,"The Lebensborn Project, a Nazi reproduction program, is founded by Heinrich Himmler.",standard,Lebensborn; Heinrich_Himmler; December_12
1935-12-17,1935,12,17,First flight of the Douglas DC-3.,standard,Douglas_DC-3
1935-12-18,1935,12,18,The Lanka Sama Samaja Party is founded in Ceylon.,standard,Lanka_Sama_Samaja_Party; Sri_Lanka
1935-12-27,1935,12,27,Regina Jonas is ordained as the first female rabbi in the history of Judaism.,standard,Regina_Jonas; Rabbi; Judaism
1935-12-30,1935,12,30,The Italian Air Force bombs a Swedish Red Cross hospital during the Second Italo-Abyssinian War.,standard,Dolo_hospital_airstrike; Second_Italo-Ethiopian_War
1936-01-08,1936,1,8,"Kashf-e hijab decree is made and immediately enforced by Reza Shah, Iran's head of state, banning the wearing of Islamic veils in public.",standard,Kashf-e_hijab; Reza_Shah; January_8
1936-01-15,1936,1,15,"The first building to be completely covered in glass, built for the Owens-Illinois Glass Company, is completed in Toledo, Ohio.",standard,"O-I_Glass; Toledo,_Ohio"
1936-01-29,1936,1,29,The first inductees into the Baseball Hall of Fame are announced.,standard,List_of_members_of_the_National_Baseball_Hall_of_Fame; National_Baseball_Hall_of_Fame_and_Museum; January_29
1936-02-10,1936,2,10,Second Italo-Abyssinian War: Italian troops launch the Battle of Amba Aradam against Ethiopian defenders.,standard,Second_Italo-Ethiopian_War; Kingdom_of_Italy; Battle_of_Amba_Aradam; Ethiopian_Empire
1936-02-16,1936,2,16,The Popular Front wins the 1936 Spanish general election.,standard,1936_Spanish_general_election
1936-02-26,1936,2,26,"In the February 26 Incident, young nationalist Japanese military officers assassinate multiple cabinet statesmen and start a rebellion in downtown Tokyo, which is ended 3 days later.",standard,February_26_incident; Cabinet_of_Japan; Tokyo; February_26
1936-03-08,1936,3,8,Daytona Beach and Road Course holds its first oval stock car race.,standard,Daytona_Beach_and_Road_Course; Stock_car_racing; March_8
1936-03-16,1936,3,16,"Warmer-than-normal temperatures rapidly melt snow and ice on the upper Allegheny and Monongahela rivers, leading to a major flood in Pittsburgh.",standard,Allegheny_River; Monongahela_River; Pittsburgh_flood_of_1936
1936-03-29,1936,3,29,The 1936 German parliamentary election and referendum seeks approval for the recent remilitarization of the Rhineland.,standard,1936_German_parliamentary_election_and_referendum; March_29
1936-04-03,1936,4,3,"Bruno Richard Hauptmann is executed for the kidnapping and death of Charles Augustus Lindbergh Jr., the infant son of pilot Charles Lindbergh.",standard,Bruno_Richard_Hauptmann; Lindbergh_kidnapping; Charles_Lindbergh; April_3
1936-04-05,1936,4,5,"Tupelo–Gainesville tornado outbreak: An F5 tornado kills 233 in Tupelo, Mississippi.",standard,"1936_Tupelo–Gainesville_tornado_outbreak; Fujita_scale; Tupelo,_Mississippi"
1936-04-06,1936,4,6,"Tupelo–Gainesville tornado outbreak: Another tornado from the same storm system as the Tupelo tornado hits Gainesville, Georgia, killing 203.",standard,"1936_Tupelo–Gainesville_tornado_outbreak; Gainesville,_Georgia"
1936-04-15,1936,4,15,First day of the Arab revolt in Mandatory Palestine.,standard,1936–1939_Arab_revolt_in_Palestine; Mandatory_Palestine
1936-04-19,1936,4,19,"The Jaffa riots commence, initiating the 1936–1939 Arab revolt in Palestine.",standard,Jaffa_riots_(April_1936); 1936–1939_Arab_revolt_in_Palestine; April_19
1936-04-27,1936,4,27,The United Auto Workers (UAW) gains autonomy from the American Federation of Labor.,standard,United_Auto_Workers; American_Federation_of_Labor
1936-05-05,1936,5,5,"Italian troops occupy Addis Ababa, Ethiopia.",standard,March_of_the_Iron_Will; Addis_Ababa
1936-05-09,1936,5,9,Italy formally annexes Ethiopia after taking the capital Addis Ababa on May 5.,standard,Ethiopian_Empire; Addis_Ababa; May_5
1936-05-21,1936,5,21,Sada Abe is arrested after wandering the streets of Tokyo for days with her dead lover's severed genitals in her handbag. Her story soon becomes one of Japan's most notorious scandals.,standard,Sada_Abe
1936-05-26,1936,5,26,"In the House of Commons of Northern Ireland, Tommy Henderson begins speaking on the Appropriation bill. By the time he sits down in the early hours of the following morning, he had spoken for ten hours.",standard,House_of_Commons_of_Northern_Ireland; Tommy_Henderson; Appropriation_bill
1936-05-28,1936,5,28,Alan Turing submits On Computable Numbers for publication.,standard,Alan_Turing; Turing's_proof
1936-06-11,1936,6,11,"Inventor Edwin Armstrong demonstrates FM broadcasting to an audience of engineers at the FCC in Washington, DC.",standard,"Edwin_Howard_Armstrong; Frequency_modulation; Federal_Communications_Commission; Washington,_D.C."
1936-06-11,1936,6,11,The London International Surrealist Exhibition opens.,standard,London_International_Surrealist_Exhibition; June_11
1936-06-26,1936,6,26,"Initial flight of the Focke-Wulf Fw 61, the first practical helicopter.",standard,Focke-Wulf_Fw_61
1936-06-28,1936,6,28,The Japanese puppet state of Mengjiang is formed in northern China.,standard,Mengjiang
1936-06-30,1936,6,30,Emperor Haile Selassie of Abyssinia appeals for aid to the League of Nations against Italy's invasion of his country.,standard,Haile_Selassie; Ethiopian_Empire; League_of_Nations
1936-07-06,1936,7,6,A major breach of the Manchester Bolton & Bury Canal in England sends millions of gallons of water cascading 200 feet (61 m) into the River Irwell.,standard,Manchester_Bolton_&_Bury_Canal; River_Irwell
1936-07-11,1936,7,11,The Triborough Bridge in New York City is opened to traffic.,standard,Robert_F._Kennedy_Bridge
1936-07-17,1936,7,17,Spanish Civil War: An Armed Forces rebellion against the recently elected leftist Popular Front government of Spain starts the civil war.,standard,Spanish_Civil_War; Spanish_coup_of_July_1936; Popular_Front_(Spain)
1936-07-19,1936,7,19,Spanish Civil War: The CNT and UGT call a general strike in Spain – mobilizing workers' militias against the Nationalist forces. People's Olympiad of Barcelona cancelled.,standard,Spanish_Civil_War; Confederación_Nacional_del_Trabajo; Unión_General_de_Trabajadores; General_strike; Second_Spanish_Republic; Nationalist_faction_(Spanish_Civil_War); People's_Olympiad; July_19
1936-07-20,1936,7,20,"The Montreux Convention is signed in Switzerland, authorizing Turkey to fortify the Dardanelles and Bosphorus but guaranteeing free passage to ships of all nations in peacetime.",standard,Montreux_Convention_Regarding_the_Regime_of_the_Straits; Montreux; Turkey; Dardanelles; Bosporus
1936-07-21,1936,7,21,"Spanish Civil War: The Central Committee of Antifascist Militias of Catalonia is constituted, establishing an anarcho-syndicalist economy in Catalonia.",standard,Spanish_Civil_War; Central_Committee_of_Antifascist_Militias_of_Catalonia; Anarcho-syndicalism; Revolutionary_Catalonia; July_21
1936-07-22,1936,7,22,Spanish Civil War: The Popular Executive Committee of Valencia takes power in the Valencian Community.,standard,Spanish_Civil_War; Popular_Executive_Committee_of_Valencia; Valencian_Community; July_22
1936-07-23,1936,7,23,"In Catalonia, Spain, the Unified Socialist Party of Catalonia is founded through the merger of Socialist and Communist parties.",standard,Catalonia; Unified_Socialist_Party_of_Catalonia; Socialism; Communism
1936-07-26,1936,7,26,Spanish Civil War: Germany and Italy decide to intervene in the war in support for Francisco Franco and the Nationalist faction.,standard,Spanish_Civil_War; Nazi_Germany; Kingdom_of_Italy; Francisco_Franco; Nationalist_faction_(Spanish_Civil_War)
1936-07-26,1936,7,26,"King Edward VIII, in one of his few official duties before he abdicates the throne, officially unveils the Canadian National Vimy Memorial.",standard,Edward_VIII; Abdication_of_Edward_VIII; Canadian_National_Vimy_Memorial
1936-08-01,1936,8,1,The Olympics opened in Berlin with a ceremony presided over by Adolf Hitler.,standard,1936_Summer_Olympics; Berlin; Adolf_Hitler
1936-08-03,1936,8,3,"Jesse Owens wins the 100 metre dash, defeating Ralph Metcalfe, at the Berlin Olympics.",standard,Jesse_Owens; Ralph_Metcalfe; 1936_Summer_Olympics
1936-08-03,1936,8,3,"A fire wipes out Kursha-2 in the Meshchera Lowlands, Ryazan Oblast, Russia, killing 1,200 and leaving only 20 survivors.",standard,Kursha-2; Meshchera_Lowlands; Ryazan_Oblast; Russian_Soviet_Federative_Socialist_Republic
1936-08-04,1936,8,4,Prime Minister of Greece Ioannis Metaxas suspends parliament and the Constitution and establishes the 4th of August Regime.,standard,List_of_prime_ministers_of_Greece; Ioannis_Metaxas; Hellenic_Parliament; Constitution_of_Greece; 4th_of_August_Regime
1936-08-09,1936,8,9,Summer Olympics: Jesse Owens wins his fourth gold medal at the games.,standard,1936_Summer_Olympics; Jesse_Owens
1936-08-14,1936,8,14,"Rainey Bethea is hanged in Owensboro, Kentucky in the last known public execution in the United States.",standard,"Rainey_Bethea; Owensboro,_Kentucky; Capital_punishment_in_the_United_States; August_14"
1936-08-19,1936,8,19,The Great Purge of the Soviet Union begins when the first of the Moscow Trials is convened.,standard,Great_Purge; Soviet_Union; Moscow_trials
1936-08-24,1936,8,24,The Australian Antarctic Territory is created.,standard,Australian_Antarctic_Territory
1936-08-26,1936,8,26,Spanish Civil War: Santander falls to the nationalists and the republican interprovincial council is dissolved.,standard,"Spanish_Civil_War; Battle_of_Santander; Nationalist_faction_(Spanish_Civil_War); Interprovincial_Council_of_Santander,_Palencia_and_Burgos; August_26"
1936-08-28,1936,8,28,"Nazi Germany begins its mass arrests of Jehovah's Witnesses, who are interned in concentration camps.",standard,Nazi_Germany; Persecution_of_Jehovah's_Witnesses_in_Nazi_Germany; Jehovah's_Witnesses; Nazi_concentration_camps; August_28
1936-08-30,1936,8,30,The RMS Queen Mary wins the Blue Riband by setting the fastest transatlantic crossing.,standard,RMS_Queen_Mary; Blue_Riband
1936-08-31,1936,8,31,"Radio Prague, now the official international broadcasting station of the Czech Republic, goes on the air.",standard,Radio_Prague; International_broadcasting
1936-09-04,1936,9,4,Spanish Civil War: Largo Caballero forms a war cabinet to direct the republican war effort.,standard,Spanish_Civil_War; Francisco_Largo_Caballero; War_cabinet; Republican_faction_(Spanish_Civil_War); September_4
1936-09-06,1936,9,6,Spanish Civil War: The Interprovincial Council of Asturias and León is established.,standard,Spanish_Civil_War; Sovereign_Council_of_Asturias_and_León; September_6
1936-09-07,1936,9,7,"The last thylacine, a carnivorous marsupial, dies alone in its cage at the Hobart Zoo in Tasmania.",standard,Thylacine
1936-09-09,1936,9,9,The crews of Portuguese Navy frigate NRP Afonso de Albuquerque and destroyer Dão mutinied against the Salazar dictatorship's support of General Franco's coup and declared their solidarity with the Spanish Republic.,standard,Portuguese_Navy; NRP_Afonso_de_Albuquerque_(1934); NRP_Dão; 1936_Naval_Revolt; António_de_Oliveira_Salazar; Francisco_Franco; Second_Spanish_Republic
1936-09-10,1936,9,10,"First World Individual Motorcycle Speedway Championship, Held at London's (England) Wembley Stadium",standard,Motorcycle_speedway; Wembley_Stadium_(1923)
1936-09-14,1936,9,14,"Raoul Villain, who assassinated the French Socialist Jean Jaurès, is himself killed by Spanish Republicans in Ibiza.",standard,Raoul_Villain; Jean_Jaurès; Ibiza
1936-09-26,1936,9,26,"Spanish Civil War: Lluis Companys reshuffles the Generalitat de Catalunya, with the marxist POUM and anarcho-syndicalist CNT joining the government.",standard,Spanish_Civil_War; Lluís_Companys; Cabinet_reshuffle; Generalitat_de_Catalunya; Libertarian_socialism; POUM; Anarcho-syndicalism; Confederación_Nacional_del_Trabajo; September_26
1936-10-01,1936,10,1,Spanish Civil War: Francisco Franco is named head of the Nationalist government of Spain.,standard,Spanish_Civil_War; Francisco_Franco
1936-10-01,1936,10,1,"Spanish Civil War: The Central Committee of Antifascist Militias of Catalonia dissolves itself, handing control of Catalan defence militias over to the Generalitat.",standard,Central_Committee_of_Antifascist_Militias_of_Catalonia; Revolutionary_Catalonia; Confederal_militias; Generalitat_de_Catalunya; October_1
1936-10-04,1936,10,4,The Metropolitan Police and various anti-fascist organizations violently clash in the Battle of Cable Street.,standard,Metropolitan_Police; Battle_of_Cable_Street
1936-10-05,1936,10,5,The Jarrow March sets off for London.,standard,Jarrow_March; London
1936-10-09,1936,10,9,Boulder Dam (later Hoover Dam) begins to generate electricity and transmit it to Los Angeles.,standard,Hoover_Dam; Los_Angeles
1936-10-22,1936,10,22,"Dod Orsborne, captain of the Girl Pat is convicted of its theft and imprisoned, having caused a media sensation when it went missing.",standard,Dod_Orsborne; Girl_Pat; October_22
1936-10-26,1936,10,26,The first electric generator at Hoover Dam goes into full operation.,standard,Electric_generator; Hoover_Dam
1936-10-27,1936,10,27,"Mrs. Wallis Simpson obtains her divorce, which would eventually allow her to marry King Edward VIII of the United Kingdom, thus forcing his abdication from the throne.",standard,Edward_VIII; Abdication_of_Edward_VIII; October_27
1936-11-02,1936,11,2,"The BBC Television Service, the world's first regular, ""high-definition"" (then defined as at least 200 lines) service begins. Renamed BBC1 in 1964, the channel still runs to this day.",standard,BBC_One; 1964; November_2
1936-11-03,1936,11,3,Franklin D. Roosevelt is elected the 32nd President of the United States.,standard,Franklin_D._Roosevelt; 1936_United_States_presidential_election
1936-11-04,1936,11,4,"Spanish Civil War: Largo Caballero reshuffles his war cabinet, persuading the anarcho-syndicalist CNT to join the government.",standard,Spanish_Civil_War; Francisco_Largo_Caballero; Cabinet_reshuffle; War_cabinet; Anarcho-syndicalism; Confederación_Nacional_del_Trabajo; November_4
1936-11-06,1936,11,6,"Spanish Civil War: The republican government flees from Madrid to Valencia, leading to the formation of the Madrid Defense Council in its stead.",standard,Spanish_Civil_War; Republican_faction_(Spanish_Civil_War); Siege_of_Madrid; Valencia; Madrid_Defense_Council; November_6
1936-11-07,1936,11,7,Spanish Civil War: The Madrid Defense Council is formed to coordinate the Defense of Madrid against nationalist forces.,standard,Spanish_Civil_War; Madrid_Defense_Council; Siege_of_Madrid; Nationalist_faction_(Spanish_Civil_War); November_7
1936-11-08,1936,11,8,"Spanish Civil War: Francoist troops fail in their effort to capture Madrid, but begin the three-year Siege of Madrid afterwards.",standard,Spanish_Civil_War; Francoist_Spain; Madrid; Siege_of_Madrid
1936-11-09,1936,11,9,American fashion designer Ruth Harkness encounters and captures a nine-week-old panda cub in Sichuan; it becomes the first live giant panda to enter the United States.,standard,Ruth_Harkness; Sichuan; Giant_panda; November_9
1936-11-12,1936,11,12,"In California, the San Francisco–Oakland Bay Bridge opens to traffic.",standard,San_Francisco–Oakland_Bay_Bridge; November_12
1936-11-20,1936,11,20,"José Antonio Primo de Rivera, founder of the Falange, is killed by a republican execution squad.",standard,José_Antonio_Primo_de_Rivera; Falange_Española
1936-11-25,1936,11,25,"In Berlin, Germany and Japan sign the Anti-Comintern Pact, agreeing to consult on measures ""to safeguard their common interests"" in the case of an unprovoked attack by the Soviet Union against either nation.",standard,Berlin; Nazi_Germany; Anti-Comintern_Pact; Soviet_Union
1936-11-30,1936,11,30,"In London, the Crystal Palace is destroyed by fire.",standard,The_Crystal_Palace; November_30
1936-12-05,1936,12,5,The Soviet Union adopts a new constitution and the Kirghiz Soviet Socialist Republic is established as a full Union Republic of the USSR.,standard,Soviet_Union; 1936_Constitution_of_the_Soviet_Union; Kirghiz_Soviet_Socialist_Republic; Republics_of_the_Soviet_Union
1936-12-07,1936,12,7,Australian cricketer Jack Fingleton becomes the first player to score centuries in four consecutive Test innings.,standard,Cricket; Jack_Fingleton; Century_(cricket); Test_cricket
1936-12-10,1936,12,10,Abdication Crisis: Edward VIII signs the Instrument of Abdication.,standard,Abdication_of_Edward_VIII; Edward_VIII
1936-12-11,1936,12,11,"Abdication Crisis: Edward VIII's abdication as King of the United Kingdom and the British Dominions beyond the Seas, and Emperor of India, becomes effective.",standard,Abdication_of_Edward_VIII; Edward_VIII; Dominion; Emperor_of_India
1936-12-12,1936,12,12,"The beginning of Xi'an incident. As a result, Chiang Kai Shek is captured.",standard,Xi'an_Incident; Chiang_Kai-shek; December_12
1936-12-21,1936,12,21,First flight of the Junkers Ju 88 multi-role combat aircraft.,standard,Junkers_Ju_88
1936-12-23,1936,12,23,Colombia becomes a signatory to the Buenos Aires copyright treaty.,standard,Colombia; Buenos_Aires_Convention; Copyright; Treaty
1936-12-23,1936,12,23,Spanish Civil War: The Spanish Republic legalizes the Regional Defence Council of Aragon.,standard,Spanish_Civil_War; Second_Spanish_Republic; Regional_Defence_Council_of_Aragon; December_23
1936-12-30,1936,12,30,The Flint sit-down strike hits General Motors.,standard,Flint_sit-down_strike
1937-01-15,1937,1,15,"Spanish Civil War: Nationalists and Republicans both withdraw after suffering heavy losses, ending the Second Battle of the Corunna Road.",standard,Spanish_Civil_War; Francoist_Spain; Second_Spanish_Republic; Second_Battle_of_the_Corunna_Road
1937-01-19,1937,1,19,"Howard Hughes sets a new air record by flying from Los Angeles to New York City in seven hours, 28 minutes, 25 seconds.",standard,Howard_Hughes; Transcontinental_flight
1937-01-20,1937,1,20,Franklin D. Roosevelt and John Nance Garner are sworn in for their second terms as U.S. President and U.S. Vice President; it is the first time a Presidential Inauguration takes place on January 20 since the 20th Amendment changed the dates of presidential terms.,standard,Franklin_D._Roosevelt; John_Nance_Garner; Second_inauguration_of_Franklin_D._Roosevelt; President_of_the_United_States; Vice_President_of_the_United_States; Twentieth_Amendment_to_the_United_States_Constitution
1937-01-23,1937,1,23,The trial of the anti-Soviet Trotskyist center sees seventeen mid-level Communists accused of sympathizing with Leon Trotsky and plotting to overthrow Joseph Stalin's regime.,standard,Moscow_trials; Leon_Trotsky; Joseph_Stalin
1937-01-25,1937,1,25,"The Guiding Light debuts on NBC radio from Chicago. In 1952 it moves to CBS television, where it remains until September 18, 2009.",standard,Guiding_Light; NBC; Chicago; CBS
1937-02-08,1937,2,8,"Spanish Civil War: Republican forces establish the Interprovincial Council of Santander, Palencia and Burgos in Cantabria.",standard,"Spanish_Civil_War; Republican_faction_(Spanish_Civil_War); Interprovincial_Council_of_Santander,_Palencia_and_Burgos; Cantabria; February_8"
1937-02-11,1937,2,11,The Flint sit-down strike ends when General Motors recognizes the United Auto Workers trade union.,standard,Flint_sit-down_strike; General_Motors; United_Auto_Workers; February_11
1937-02-16,1937,2,16,Wallace H. Carothers receives a United States patent for nylon.,standard,Wallace_Carothers; Patent; Nylon; February_16
1937-02-19,1937,2,19,"Yekatit 12: During a public ceremony at the Viceregal Palace (the former Imperial residence) in Addis Ababa, Ethiopia, two Ethiopian nationalists of Eritrean origin attempt to kill viceroy Rodolfo Graziani with a number of grenades.",standard,Yekatit_12; Addis_Ababa; Eritrea; Rodolfo_Graziani
1937-02-21,1937,2,21,"The League of Nations bans foreign national ""volunteers"" in the Spanish Civil War.",standard,League_of_Nations; Unlawful_combatant; Spanish_Civil_War
1937-03-02,1937,3,2,"The Steel Workers Organizing Committee signs a collective bargaining agreement with U.S. Steel, leading to unionization of the United States steel industry.",standard,Steel_Workers_Organizing_Committee; Collective_bargaining; U.S._Steel; Steel; March_2
1937-03-08,1937,3,8,Spanish Civil War: The Battle of Guadalajara begins.,standard,Spanish_Civil_War; Battle_of_Guadalajara; March_8
1937-03-18,1937,3,18,"The New London School explosion in New London, Texas, kills 300 people, mostly children.",standard,"New_London_School_explosion; New_London,_Texas"
1937-03-18,1937,3,18,Spanish Civil War: Spanish Republican forces defeat the Italians at the Battle of Guadalajara.,standard,Spanish_Civil_War; Italy; Battle_of_Guadalajara
1937-03-21,1937,3,21,"Ponce massacre: Nineteen unarmed civilians in Ponce, Puerto Rico are gunned down by police in a terrorist attack ordered by the US-appointed Governor, Blanton Winship.",standard,"Ponce_massacre; Ponce,_Puerto_Rico; Blanton_Winship"
